cut 0
Wisconsin	0.006217308978455001
Maryland	0.005956986156342643
Illinois	0.005581256962828391
Virginia	0.003681702886545401
Alabama	0.003498534438387556
Iowa	0.002204279645271483
Kansas	0.001484993777619279
Minnesota	8.97672e-13
Nebraska	5.38606e-13

cut 2
Alaska	0.050342693182875486
Montana	0.04033360253732749
Hawaii	0.03797076656978567
Vermont	0.03620716716466602
Idaho	0.032298185362954306
Washington	0.031217359124428568
New York	0.0295396000122694
Michigan	0.028798181293673297
Florida	0.028433295046048652
New Jersey	0.028170000443430623
Arkansas	0.027992507590007137
West Virginia	0.027883915134240336
Louisiana	0.02745743893993579
Oklahoma	0.023871490892360896
Wyoming	0.023415900122675963
Oregon	0.023205781436250232
Connecticut	0.022745062673337264
Georgia	0.021962845815612395
Nevada	0.021241676481763398
Massachusetts	0.021161965974061163
Pennsylvania	0.020844874954553512
South Carolina	0.02050926317189852
Maine	0.020201505177783134
Missouri	0.01884364480330745
Ohio	0.018363638976673615
Rhode Island	0.018122392946176933
South Dakota	0.018075736268259587
California	0.017139889181520054
Tennessee	0.016633795874837532
Delaware	0.016633787718348676
Colorado	0.0156354043465398
Indiana	0.015087054082290918
Kansas	0.015007502346045887
New Mexico	0.014808820503680431
Kentucky	0.014774710556171095
Texas	0.014414915623369683
Utah	0.013711852963175
DC	0.01369151303188364
New Hampshire	0.013649844152107649
Mississippi	0.012746351216301573
Arizona	0.01271053170297314
North Carolina	0.01203232335374409
Maryland	0.010898927026007858
Illinois	0.009033292886719458
Nebraska	0.008729819126077742
Virginia	0.008435883117160719
Wisconsin	0.0077063780037533
Alabama	0.007535979353195302
North Dakota	0.006759344147379288
Iowa	0.003011587458423331
Minnesota	1.33105886e-10

cut 3
Alaska	0.048676898227422466
New York	0.03326506571030485
Hawaii	0.03283648255624712
Vermont	0.03273593683431373
Montana	0.03205226637551142
Michigan	0.03172828348940248
New Jersey	0.0304027889516179
Massachusetts	0.028443401965695638
Wyoming	0.026586907287785223
Idaho	0.026008596439512848
Florida	0.02596823691070499
Connecticut	0.025772297241580408
Pennsylvania	0.025427227884762902
Louisiana	0.025165630681756188
Washington	0.024726506695375038
Georgia	0.02443103802221927
Rhode Island	0.023809859746574354
Oklahoma	0.023754353863100236
Nevada	0.02256988628660735
Kentucky	0.021744906200562106
Missouri	0.02153798431466403
Oregon	0.02142543966116883
Tennessee	0.021112304330489374
DC	0.02108196223942937
Kansas	0.02084365148372864
West Virginia	0.020764787728785542
Arkansas	0.02075187940620929
Colorado	0.020105901923732836
Iowa	0.018282808902931554
New Hampshire	0.017805751177704977
South Carolina	0.017289258073531866
South Dakota	0.016411195237375675
Delaware	0.016360643387338995
New Mexico	0.016140510585821513
Utah	0.01588335600970356
Ohio	0.015825183035052575
Maine	0.01491126318258541
Indiana	0.013855483042183684
California	0.01240625355498781
Nebraska	0.01171623564555315
Mississippi	0.011296260281535984
Maryland	0.011005930003298598
Texas	0.01098126754524157
Illinois	0.009989585331719172
Arizona	0.008877684963610211
North Carolina	0.008457593473967531
Wisconsin	0.007010938526546765
North Dakota	0.006921416630120626
Virginia	0.004488052581137078
Alabama	0.00035284633647629
Minnesota	3.2310961e-11

cut 4
Alaska	0.046635647120353764
Vermont	0.0327645744998112
Hawaii	0.0322477421136584
New York	0.032050309008170484
Montana	0.031157850930445152
New Jersey	0.029683526732586295
Michigan	0.02939332063439643
Massachusetts	0.025892237849117122
Wyoming	0.025556743886685676
Idaho	0.025471290367251494
Washington	0.025399320628556307
Connecticut	0.025280787596620034
Nevada	0.02506724898552078
Louisiana	0.024986751515498597
Pennsylvania	0.02376561588643466
Florida	0.02270981941366612
Rhode Island	0.02270397753416416
Georgia	0.022658899923394808
Colorado	0.0225016892395598
Kentucky	0.022137330654562082
Oregon	0.022029328192605634
Missouri	0.021938795744330827
Oklahoma	0.02166159340820317
South Carolina	0.021378241272144567
DC	0.020198516330949084
Tennessee	0.01952012449235931
West Virginia	0.01914874449444693
New Hampshire	0.017612329301898825
Kansas	0.01719020877982031
Indiana	0.01715445835249917
Delaware	0.01713476433749035
Ohio	0.017012088605967996
Utah	0.01654410851782166
South Dakota	0.015163076756389792
Maine	0.015135265848426439
New Mexico	0.015104716238164347
Arkansas	0.014731504728429573
California	0.014201310022454687
Mississippi	0.01391304216325267
Texas	0.013653609172679354
Maryland	0.01228131841628924
Iowa	0.012279987469450464
Illinois	0.01158243889001709
Arizona	0.011392718117004673
Nebraska	0.01080271881334318
Wisconsin	0.01060286769317788
North Carolina	0.010096418161196302
North Dakota	0.008667268804964805
Virginia	0.007919401340091744
Alabama	0.00588435088132905
Minnesota	1.32814627e-10

cut 5
Kentucky	0.06383110058216733
South Dakota	0.0397393161417813
Nebraska	0.03426459052091244
Kansas	0.03350856195353055
Arkansas	0.03213723822807249
Delaware	0.030872126771634315
Virginia	0.030237420459886553
Mississippi	0.026661030847199726
Maine	0.02439094038774633
Arizona	0.024041118344509983
Iowa	0.022446447385952844
California	0.021457880795951755
Illinois	0.021379371073036047
Minnesota	0.021283329788160336
North Dakota	0.02087157928186636
Wyoming	0.020835819069836458
Washington	0.02015434346228737
New Mexico	0.019986332285139706
Wisconsin	0.019871332668736353
North Carolina	0.01963342986148317
Nevada	0.01905209060636117
Oklahoma	0.01894069772267758
New Hampshire	0.018883123567124252
Georgia	0.018778860195367203
Colorado	0.01837388929559009
DC	0.017465703125437933
South Carolina	0.017358099677861984
Rhode Island	0.017195393895719863
Connecticut	0.017081895541625685
Tennessee	0.016804759558679033
New Jersey	0.016494791044313287
Missouri	0.016199950283915306
West Virginia	0.016063250437934783
Texas	0.015706934448010877
Maryland	0.01562570274609699
Ohio	0.015560456951902446
Louisiana	0.015273112724900534
Indiana	0.015182741827639271
Utah	0.015077495095294538
Massachusetts	0.014511961438312833
Florida	0.014273348633873018
Idaho	0.013993908219040086
Michigan	0.013584803660100673
Pennsylvania	0.013566675340424031
Oregon	0.013325263215783922
Vermont	0.010876729074506729
Alabama	0.010650530514442615
Hawaii	0.009509849164195828
Montana	0.00879653905335569
New York	0.00818712346621739
Alaska	1.00956340287e-06

